Gene Symbol,Relevance score
PGAM5,2.04
PDZD7,2.04
PEX2,2.04
RPL12,2.04
NUP93,2.04
ARF4,2.04
ATP6V0A4,2.04
SHROOM3,2.04
NPHP4,2.04
TSPAN7,2.04
DFFB,2.04
SEC16A,2.04
DUSP10,2.04
ZC3H11A,2.04
RPL21,2.04
NDUFAF3,2.04
NPY5R,2.04
PQBP1,2.04
CKMT1A,2.04
MIR520G,2.04
MRPL34,2.04
NCKAP1,2.04
SIGLEC7,2.04
GET3,2.04
PCLO,2.03
TET3,2.03
ATAD1,2.03
RGS3,2.03
ELL3,2.03
STRA6,2.03
ADAMTS9,2.03
RSL24D1,2.03
ASCC2,2.03
ZNF276,2.03
TIPARP,2.03
GUK1,2.03
RUSC1,2.03
CYREN,2.03
NECTIN3,2.03
LPCAT2,2.03
MIR216B,2.03
STMN2,2.03
ANKRD62P1-PARP4P3,2.03
TMEM41B,2.03
TXLNA,2.03
BMP3,2.03
RPN1,2.03
AFG3L2,2.03
TRPM4,2.03
HMGN2,2.03
EMG1,2.03
RANGAP1,2.03
SPRR1B,2.03
CEBPZ,2.03
VKORC1,2.03
DNAJB11,2.03
USO1,2.03
BARX2,2.03
MRPS15,2.03
AARS1,2.03
MT1H,2.03
CLTCL1,2.02
SPTA1,2.02
UNC45A,2.02
COPS3,2.02
ASIC1,2.02
C8orf34,2.02
COL21A1,2.02
DAND5,2.02
GPD1,2.02
LINC00544,2.02
PMPCA,2.02
MRPL41,2.02
A2MP1,2.02
CNN2,2.02
SLC25A21,2.02
EHD2,2.02
EXD2,2.02
GRM3,2.01
EIF3G,2.01
ZC3H12A,2.01
YTHDC2,2.01
SCTR,2.01
SCYL3,2.01
MTF1,2.01
B3GNT3,2.01
RPL27A,2.01
DCAF12,2.01
ZBTB12,2.01
MSTO2P,2.01
PCCB,2.01
RIC3,2.01
OPN4,2.01
SLC9A3R2,2.01
PRR11,2.01
PICK1,2.01
NCAPD2,2.01
HELZ2,2.01
OPRK1,2.01
RPL13A,2.01
HMGN1,2.01
MPDZ,2.01
ADD2,2.01
ZNF442,2
TPCN2,2
TMEM45B,2
NANOGP8,2
TAB3,2
ZNF180,2
HNRNPH3,2
SLC31A1,2
CEP170,2
KPNA6,2
SLC30A7,2
SNX27,2
PCBP3,2
RPP40,2
PAPSS1,2
PHIP,2
GPC5,2
CLDN12,2
EXOC3,2
HTR3C,2
RGS4,2
MYO1E,2
MICAL3,2
ADAMTSL4,2
CCT8,1.99
CAPRIN1,1.99
ARPC1B,1.99
PNPO,1.99
PPP1R8,1.99
PIH1D1,1.99
SIX6,1.99
LYNX1,1.99
DSC1,1.99
SCN4B,1.99
ORC3,1.99
B4GALT1,1.99
DPYSL5,1.99
TLE5,1.99
BASP1,1.99
ZIC3,1.99
KATNB1,1.99
SUCLG2-AS1,1.99
MIR329-1,1.99
ADAM22,1.99
SIM1,1.99
PEX1,1.99
SSBP3,1.99
TUBA3C,1.99
C4BPA,1.99
SLC9A8,1.99
POF1B,1.99
SYT6,1.99
RPS11,1.99
LSM4,1.99
NKD1,1.99
TIAL1,1.99
SPON1,1.99
DNAH11,1.98
VGLL1,1.98
ATP6V0A1,1.98
ALOXE3,1.98
TMEM43,1.98
MED16,1.98
BBS1,1.98
NUP210,1.98
SLC25A40,1.98
TWF1,1.98
RNMT,1.98
BAG2,1.98
MINK1,1.98
NRBF2,1.98
TARP,1.98
ZNHIT1,1.98
RNF144A,1.98
DBF4,1.98
AP2A2,1.98
MIR543,1.98
SIRT4,1.98
MAFK,1.98
AZU1,1.98
SETD4,1.98
RFC2,1.98
UBQLN4,1.98
CPSF1,1.98
MARK3,1.98
TAOK1,1.97
DNA2,1.97
PFKFB2,1.97
RGSL1,1.97
EYA3,1.97
ZNRD1,1.97
DHDDS,1.97
AUTS2,1.97
MIR382,1.97
SMPD2,1.97
UQCRC1,1.97
TGM4,1.97
LARGE2,1.97
MIR520E,1.97
TUT1,1.97
DCAF8,1.97
SLC15A1,1.97
DPT,1.97
TCF25,1.97
WDR92,1.97
TM9SF1,1.97
GDF10,1.97
COPS6,1.97
PAICS,1.97
ARHGAP8,1.97
PGM1,1.97
PRRC2C,1.97
GP6,1.97
CACNA1S,1.97
PROZ,1.97
TFPT,1.97
TOPORS,1.96
DNM3,1.96
CAMKMT,1.96
CYP2R1,1.96
LINC01139,1.96
PAFAH1B3,1.96
RHBDD3,1.96
MSH4,1.96
TNPO3,1.96
MIR629,1.96
RNF182,1.96
GRIK1,1.96
HAO1,1.96
COPE,1.96
PARP9,1.96
TWNK,1.96
ATG4C,1.96
NINJ1,1.96
CALCOCO1,1.96
BTLA,1.96
APOBEC3C,1.96
PKNOX1,1.96
ASRGL1,1.96
SLC7A8,1.96
PISRT1,1.96
NDUFA10,1.96
DTL,1.96
UCP1,1.95
AEBP1,1.95
LRWD1,1.95
MSL2,1.95
PRDM6,1.95
PIAS4,1.95
PARP8,1.95
PLEKHG6,1.95
PAFAH1B2,1.95
MYF5,1.95
CPEB4,1.95
COQ2,1.95
TONSL,1.95
ASF1A,1.95
CELF2,1.95
GPAT3,1.95
ARMCX1,1.95
TTLL3,1.95
RLBP1,1.95
HEPN1,1.95
FBXO28,1.95
COASY,1.95
DNAJC1,1.95
CHTF8,1.95
NUP43,1.95
CT47A12,1.95
HYAL3,1.95
PRPF18,1.94
SNTA1,1.94
ZBTB10,1.94
GLYR1,1.94
FLVCR2,1.94
ADAMTS8,1.94
RABGEF1,1.94
SLITRK4,1.94
MMP25,1.94
FBXW11,1.94
PATJ,1.94
HCLS1,1.94
CYP20A1,1.94
MYLK4,1.94
GUCY2D,1.94
RAD1,1.94
MATN2,1.94
KCNA1,1.94
LOXL3,1.94
SH3TC1,1.94
SENP8,1.94
RCOR3,1.94
SNAP23,1.94
FFAR1,1.94
WDR36,1.94
FRMD7,1.94
BCS1L,1.94
NR2E1,1.93
ZNRF3,1.93
USP5,1.93
RCCD1,1.93
CNP,1.93
APBB1,1.93
HAGH,1.93
SNRPF,1.93
EBNA1BP2,1.93
MEP1B,1.93
RAB10,1.93
LSR,1.93
NDUFA5,1.93
DAZ1,1.93
ZNF155,1.93
TP53RK,1.93
ACAD9,1.93
CNTNAP2,1.93
CDH7,1.93
MIR671,1.93
HRNR,1.93
SLC1A7,1.93
DCHS1,1.93
NR2C2,1.93
CCDC57,1.93
RCN2,1.93
FBXO10,1.93
FOXN3,1.93
GOT1,1.92
PRKCSH,1.92
FNBP4,1.92
KCTD13,1.92
ADAMTS3,1.92
CACNB1,1.92
TFEC,1.92
CGNL1,1.92
FGD4,1.92
IDI1,1.92
SH3BP2,1.92
TECR,1.92
MAGEA8,1.92
ANGPTL6,1.92
VGLL4,1.92
COX6C,1.92
KMT5C,1.92
TPCN1,1.92
SHCBP1,1.92
CUL9,1.92
MIR301B,1.92
SMUG1,1.92
EMX1,1.92
AKAP2,1.92
HSF2,1.92
NDUFA4,1.92
PLA2G4C,1.92
OMA1,1.92
NCOA7,1.91
HRH3,1.91
STAB1,1.91
RPL30,1.91
PTPMT1,1.91
TM4SF1-AS1,1.91
SNRPA,1.91
SUPT5H,1.91
TRIM56,1.91
F2RL2,1.91
SS18L1,1.91
RSPO3,1.91
LAMTOR2,1.91
CPB1,1.91
AKAP10,1.91
MIR329-2,1.91
OSBPL6,1.91
OTOP2,1.91
MED8,1.91
MIR384,1.91
FAM110B,1.91
KPNA4,1.91
CDK5RAP3,1.91
FBXL7,1.91
KRT2,1.91
EDC4,1.91
CNGA3,1.91
CCNL2,1.91
GIGYF1,1.91
RRBP1,1.91
AGTPBP1,1.91
PCDH17,1.9
MIR509-3,1.9
EPB41L1,1.9
HAP1,1.9
ALPK1,1.9
L2HGDH,1.9
RPL36AL,1.9
HDAC11,1.9
IL17RC,1.9
TREH,1.9
IL22RA2,1.9
NAF1,1.9
PAN2,1.9
SLC39A9,1.9
EXOC6,1.9
PARD6B,1.9
RIOK3,1.9
GBF1,1.9
SLC1A4,1.9
DNM1,1.9
TRIM59,1.89
ZNF350-AS1,1.89
TUBE1,1.89
ITGB1BP1,1.89
HACD3,1.89
PLA2R1,1.89
KDM1B,1.89
RF00017-823,1.89
lnc-ATE1-6,1.89
H3C7,1.89
H3C8,1.89
MED13,1.89
THEM4,1.89
COPS4,1.89
TSPYL1,1.89
SRRM2,1.89
ICMT,1.89
HYAL4,1.89
TIMM50,1.89
FOXJ2,1.89
ACOT13,1.89
RPS23,1.89
FOXJ1,1.89
PRKAG1,1.89
PPP1R14B,1.89
CMPK1,1.89
ANXA2P2,1.89
CT47A10,1.89
CT47A5,1.89
ZNF385D,1.89
HS3ST2,1.89
CAND1,1.88
UGT2B11,1.88
TSPAN11,1.88
XG,1.88
VCX3B,1.88
ANOS2P,1.88
LOC105378457,1.88
EMC1,1.88
SSX2IP,1.88
NUP205,1.88
ITIH3,1.88
UBL3,1.88
CACNB4,1.88
BTF3,1.88
MSRB3,1.88
KLF15,1.88
ABCA7,1.88
PSMD7,1.88
CCNJ,1.88
PLEKHA1,1.88
MPZL1,1.88
CLCA4,1.88
LLGL2,1.88
BAGE3,1.88
ITPRID2,1.88
GPX7,1.88
SEC24C,1.88
COL6A1,1.88
PWP1,1.88
OPA3,1.88
NOP58,1.88
CAP2,1.88
PRB2,1.88
EXOSC10,1.88
EIF4G3,1.88
TDRKH,1.87
ZPR1,1.87
CACNA1F,1.87
PRPH2,1.87
GRK7,1.87
ETF1,1.87
HIVEP2,1.87
TSTA3,1.87
NFXL1,1.87
CEP164,1.87
PDCD6IP,1.87
LDB3,1.87
TPK1,1.87
COL6A2,1.87
CLEC7A,1.87
PANK4,1.87
GAEC1,1.87
FBXL17,1.87
MIR660,1.87
TUBG2,1.87
VAMP1,1.87
CALR3,1.87
TSPYL5,1.87
HNRNPUL2,1.87
ENSG00000249201,1.86
ZNF366,1.86
LRRC59,1.86
LOC101929710,1.86
AHDC1,1.86
EDC3,1.86
OR4D2,1.86
NUDT21,1.86
FUT7,1.86
SEC23IP,1.86
BET1,1.86
COX5B,1.86
LUC7L,1.86
STX3,1.86
MIR1284,1.86
WDR48,1.86
DPP6,1.86
COLEC11,1.86
SETMAR,1.86
NOSIP,1.86
UBASH3B,1.86
CNOT10,1.86
RPP25L,1.86
RALGAPA2,1.86
ADAM2,1.86
ITSN1,1.86
PPP2R3A,1.86
EXOSC3,1.86
MRPL19,1.86
PSMD12,1.86
NRXN3,1.86
FCN2,1.86
B4GALNT1,1.86
PITRM1,1.86
BAG4,1.86
TNRC6A,1.86
GNAT1,1.86
SH3GLB2,1.85
NCAM2,1.85
TSPAN12,1.85
INO80,1.85
SDAD1,1.85
KCTD3,1.85
TAT,1.85
SPATA18,1.85
DNAJA2,1.85
NCEH1,1.85
PRG4,1.85
POLE2,1.85
MPI,1.85
GRM7,1.85
TMBIM6,1.85
ARR3,1.85
IFT88,1.85
AVPR1A,1.85
KRT23,1.85
SPECC1L,1.85
CLEC10A,1.85
OPRL1,1.85
ACADVL,1.85
PRIM1,1.85
ARHGEF3,1.85
PRPF19,1.85
MIR592,1.85
PADI2,1.85
MANF,1.85
MSBP2,1.85
KCTD12,1.85
SMARCD3,1.85
SPTLC2,1.85
MYT1L,1.85
DHX38,1.84
KPNA3,1.84
MRPL39,1.84
CEP70,1.84
MYL12B,1.84
PSMD5,1.84
ALDH7A1,1.84
DLEU7-AS1,1.84
MIR1296,1.84
ZHX2,1.84
RASD1,1.84
OAS3,1.84
KHNYN,1.84
PRPF40A,1.84
FRA7G,1.84
GJA3,1.84
DIMT1,1.84
CPSF2,1.84
DLST,1.84
HPS5,1.84
OLFM2,1.84
DCDC2,1.84
ATXN7L1,1.84
ARPIN,1.84
MRPL44,1.84
LONRF2,1.84
SERPINI2,1.84
NAA11,1.84
FRMD6,1.84
ERGIC1,1.84
RASEF,1.84
SLC2A4RG,1.84
CCL14,1.84
CGAS,1.84
RBPMS,1.84
PNCK,1.83
PHF20L1,1.83
EPC2,1.83
ZNF146,1.83
NBEA,1.83
CALU,1.83
LCORL,1.83
NIPSNAP1,1.83
ZFP57,1.83
SALL3,1.83
MIR526B,1.83
TNR,1.83
POMT1,1.83
EXTL3,1.83
DCAF6,1.83
RAB12,1.83
PLXNA1,1.83
MSRA,1.83
MOGS,1.83
MOV10,1.83
NPHP1,1.83
CDK5R1,1.83
NAV2,1.83
TSPAN8,1.83
ZNF292,1.83
WDR3,1.82
B3GLCT,1.82
ATP6V0C,1.82
SRGAP2,1.82
DND1,1.82
CASTOR3,1.82
RBMS2,1.82
SLC12A7,1.82
MAP7D3,1.82
MCM10,1.82
ALG12,1.82
RHBDD1,1.82
FAM91A1,1.82
NUP160,1.82
SEC31A,1.82
PPP2R5B,1.82
LRRC47,1.82
CTSO,1.82
MAEL,1.82
STMN3,1.82
CIDEA,1.82
NT5DC2,1.82
HSDL1,1.82
FCGRT,1.82
MIR298,1.82
DEF6,1.82
MIR488,1.82
FNDC5,1.82
MARCO,1.82
ZACN,1.82
EMB,1.82
FNBP1,1.82
METAP1D,1.82
RAB40B,1.82
ZC3HAV1,1.82
ST13,1.82
ETV3,1.82
DEFA4,1.81
TTPA,1.81
BBS9,1.81
BIRC8,1.81
ITFG1,1.81
ELL2,1.81
DAD1,1.81
CHD2,1.81
CCL16,1.81
ATP13A5,1.81
LINC01096,1.81
GTF3C2,1.81
FNBP1L,1.81
ZNF423,1.81
ALG1,1.81
MYLK3,1.81
WDR75,1.81
EIF2A,1.81
ZNF845,1.81
CEP72,1.81
NEB,1.81
ADRB1,1.81
ADO,1.81
INTS3,1.81
ARMC3,1.81
TCEA1,1.81
ZIC5,1.81
MIR655,1.81
GLRB,1.81
GLRA1,1.81
TRHR,1.81
PAIP1,1.81
THADA,1.81
GSDMA,1.81
PNN,1.81
LOC108449888,1.81
FCER1A,1.81
KRT73,1.81
SCARA5,1.81
RGS19,1.8
SCYL2,1.8
GPR182,1.8
SSR4,1.8
MAGEL2,1.8
EIF2B5,1.8
SIX3,1.8
RNF7,1.8
GALR2,1.8
LHX6,1.8
ERAP2,1.8
PREP,1.8
TBR1,1.8
MIR650,1.8
PCMT1,1.8
GDA,1.8
ZFR,1.8
SGMS1,1.8
LOC109113863,1.8
FYTTD1,1.8
ZBTB4,1.8
CYFIP2,1.8
PSPC1,1.8
MARK2,1.8
ADGRL2,1.8
MIR1972-2,1.8
THEM6,1.8
RPS21,1.8
PFDN5,1.8
IRX4,1.8
MIR449B,1.8
XRRA1,1.8
NHEJ1,1.8
PHBP1,1.8
CST7,1.79
EMILIN2,1.79
ANKLE2,1.79
ATP5F1C,1.79
CCDC80,1.79
ACYP2,1.79
AMOTL2,1.79
MIR19B2,1.79
FAAP24,1.79
RBM26,1.79
FTHL17,1.79
ZC3H13,1.79
MIR1297,1.79
CRYM,1.79
LOC109504725,1.79
H1-10,1.79
KIAA1522,1.79
PALM,1.79
GNAZ,1.79
INTS10,1.79
GLYAT,1.79
PYM1,1.79
USP9Y,1.79
SLC25A27,1.79
RNASEH2B,1.79
MRPL2,1.79
UQCC3,1.79
NEURL4,1.79
NUDT16L1,1.79
TNFAIP1,1.79
PERP,1.79
U2AF2,1.79
SUPT6H,1.79
UBA5,1.78
EXOC1,1.78
CDKL1,1.78
RALGAPB,1.78
CLNS1A,1.78
HSD3BP4,1.78
PHC3,1.78
IRX3,1.78
CLK3,1.78
CHCHD3,1.78
NAA20,1.78
DGKZ,1.78
LINC00328,1.78
TAF7L,1.78
SEPTIN5,1.78
VPS11,1.78
CORO1A,1.78
NDUFA9,1.78
SEPTIN11,1.78
PRORP,1.78
EPN2,1.78
LOC111255642,1.78
ZNF232,1.78
FBXL20,1.78
IRF2BP1,1.78
SEC62,1.78
CCDC9B,1.77
TTF1,1.77
SEC63,1.77
STK38L,1.77
COMTD1,1.77
MRPS27,1.77
CERS6,1.77
UBA2,1.77
TP53INP2,1.77
MAS1L,1.77
COX4I1,1.77
GFPT2,1.77
APLF,1.77
MIR1915,1.77
EIF4E2,1.77
CRNN,1.77
FUCA2,1.77
USP32,1.77
SRGN,1.77
YPEL3,1.77
PHF21A,1.77
EDRF1,1.77
CEP85,1.77
APOBEC3H,1.77
KRT79,1.76
SCAPER,1.76
STK26,1.76
PAF1,1.76
WRNIP1,1.76
RPS6KC1,1.76
TOM1L1,1.76
SEMA4G,1.76
MOK,1.76
MRPL12,1.76
WAPL,1.76
IDUA,1.76
CORT,1.76
QDPR,1.76
SLC35B2,1.76
FBXL12,1.76
LYAR,1.76
VSIG1,1.76
C1orf109,1.76
CHST9,1.76
EMBP1,1.76
TMED10,1.76
DDX24,1.76
RPS19BP1,1.76
SF3A3,1.76
LRRC4,1.76
CC2D2A,1.76
PKN3,1.76
RBM19,1.76
FERD3L,1.76
MIR203B,1.76
TTL,1.76
CHCHD2,1.76
ISLR,1.76
FBXL2,1.76
TMEM106A,1.76
ARHGAP45,1.76
PPP4C,1.76
TRIT1,1.76
INTS14,1.76
PLA2G1B,1.76
RSRC2,1.76
SHANK2,1.76
DCSTAMP,1.76
TUBGCP2,1.76
OLAH,1.76
C1GALT1C1,1.76
ADGRF1,1.76
SBF1,1.76
HSPBP1,1.75
CECR7,1.75
TLK1,1.75
REPS1,1.75
GMPS,1.75
TTLL5,1.75
IFITM9P,1.75
CHP1,1.75
ACBD3,1.75
SLC9A7,1.75
EXTL1,1.75
SCIN,1.75
LUZP1,1.75
HVCN1,1.75
TOM1L2,1.75
EPB41L2,1.75
EXOC2,1.75
RNF4,1.75
HTR5A,1.75
ARHGEF9,1.75
SGPP1,1.75
MIR561,1.75
EIF2B1,1.75
SGCA,1.75
DUS3L,1.75
CYP2W1,1.75
PRCP,1.74
ARNTL2,1.74
B4GALT5,1.74
YPEL5,1.74
MUC20,1.74
PSMB1,1.74
KCNA10,1.74
DGAT1,1.74
OTUD4,1.74
PLXNA2,1.74
SNRK,1.74
RDH5,1.74
CHST8,1.74
GDAP1L1,1.74
C11orf53,1.74
MAP3K21,1.74
ST3GAL2,1.74
NXF1,1.74
VLDLR-AS1,1.74
CBY1,1.74
ACTN2,1.74
PYGB,1.74
HMGCS2,1.74
CPVL,1.74
REEP3,1.74
SLC30A6,1.74
ZNF516,1.74
ZNF404,1.74
ZCCHC8,1.74
TNNT1,1.74
MTO1,1.74
RELCH,1.74
AFG1L,1.74
ACOX2,1.74
RAB38,1.74
DUSP21,1.74
BYSL,1.74
BCKDK,1.74
MIR577,1.74
LUNAR1,1.74
DHX35,1.74
ARMCX3,1.74
NT5C2,1.74
WIPF2,1.74
GLRX3,1.74
CLIC3,1.74
ABCB9,1.74
EXOC7,1.74
WDR18,1.74
KLF16,1.73
ISG20L2,1.73
FGF11,1.73
TRIM62,1.73
MRPS23,1.73
GJD4,1.73
DNAH3,1.73
ACTL9,1.73
NRXN2,1.73
AFM,1.73
LSG1,1.73
TRIM8,1.73
WDR60,1.73
GRWD1,1.73
DNAJB9,1.73
GRK6,1.73
HIP1R,1.73
THOC6,1.73
UBE2E3,1.73
TGS1,1.73
MTMR14,1.73
IGHA1,1.73
WDHD1,1.73
LRRC32,1.73
CNIH4,1.73
TIMM9,1.73
GAGE2C,1.73
LRMDA,1.73
PLTP,1.73
LIPH,1.73
CSRNP3,1.73
MIR539,1.73
WASHC1,1.73
FXYD1,1.72
IFRD1,1.72
CD300E,1.72
MIR664A,1.72
PCAT19,1.72
MPHOSPH9,1.72
ESD,1.72
ADAMTS6,1.72
USPL1,1.72
PACSIN3,1.72
IFT172,1.72
KCNU1,1.72
SDC4P,1.72
LOC728715,1.72
SPA17P1,1.72
ALDH7A1P4,1.72
MESTP4,1.72
LOC642846,1.72
RPL23AP37,1.72
RPL19P8,1.72
MRPS7P1,1.72
LOC100129646,1.72
LZTFL1,1.72
STRIP1,1.72
GATAD2B,1.72
YBX2,1.72
CEACAM4,1.72
NUP153,1.72
KRR1,1.72
NUMBL,1.72
NCOA5,1.72
MARVELD1,1.72
NPY4R,1.72
TTBK2,1.72
ELOA2,1.72
XRN2,1.72
FUBP3,1.72
ROPN1L,1.72
SPIN2A,1.72
ARHGAP17,1.72
ARHGAP32,1.72
ROMO1,1.72
GRK1,1.72
SEMA4B,1.72
AARS2,1.71
GORASP1,1.71
CREG1,1.71
SPART,1.71
TENM3,1.71
FARP2,1.71
SIVA1,1.71
MIR1287,1.71
SLC5A7,1.71
MIR802,1.71
TAOK2,1.71
RABGAP1L,1.71
MRPL40,1.71
TRPA1,1.71
ZBTB38,1.71
TBCD,1.71
CFLAR-AS1,1.71
S1PR4,1.71
HOXB3,1.71
UBE2Q1,1.71
SPOCK3,1.71
ALG11,1.71
SRP9,1.71
LIME1,1.71
RAP2C,1.71
GAGE2A,1.71
CPLANE1,1.71
UGT3A2,1.71
FRMPD2,1.71
TARS1,1.71
IFRD2,1.71
TRMT10C,1.7
SAA4,1.7
GPATCH8,1.7
ARHGAP18,1.7
GDPD5,1.7
STRN3,1.7
ECHS1,1.7
LIPA,1.7
NFIL3,1.7
GSTK1,1.7
MRPS2,1.7
LAMTOR3,1.7
ETFB,1.7
KANK1,1.7
PPP2R5A,1.7
ASCC3,1.7
FAM98B,1.7
PPY,1.7
PABPN1,1.7
CIAPIN1,1.7
JPH4,1.7
CCL23,1.7
GOLGA3,1.7
MEAF6,1.7
DHPS,1.7
RAB3C,1.7
AIPL1,1.69
CCDC93,1.69
RPAP1,1.69
ETAA1,1.69
IL18BP,1.69
SNRPGP15,1.69
MAST1,1.69
GTF2E1,1.69
NBPF3,1.69
PCYT1A,1.69
PIH1D3,1.69
STX16,1.69
EPN3,1.69
DUOX1,1.69
INTS5,1.69
RABEP1,1.69
NXF2,1.69
IBA57,1.69
MIR4485,1.69
LYPLA1,1.69
UBE2Q2,1.69
SCN8A,1.69
MIR4757,1.69
FHOD1,1.69
PJA1,1.69
FOLR3,1.69
PDIA6,1.69
VAPA,1.69
CHAF1B,1.68
MRPL24,1.68
ITSN2,1.68
DDX51,1.68
MYNN,1.68
LINC01793,1.68
UTP4,1.68
SLK,1.68
AP3B2,1.68
IGSF21,1.68
ARHGEF10L,1.68
ERICH1,1.68
ARF3,1.68
SETD1B,1.68
GZMH,1.68
PDIA4,1.68
CHMP1A,1.68
UBR2,1.68
TCEAL7,1.68
MIR487A,1.68
HAPLN3,1.68
CHDH,1.68
LAMTOR1,1.68
GINS1,1.68
FUNDC1,1.68
MYO5B,1.68
AOC3,1.68
GON4L,1.68
CLPX,1.68
PRICKLE1,1.68
FUT5,1.68
CSNK1G3,1.68
ITGBL1,1.67
SEMA6B,1.67
POLR1D,1.67
BTN1A1,1.67
RBM25,1.67
EXOSC2,1.67
SLC6A19,1.67
MIR153-2,1.67
ARHGAP9,1.67
SEC23A,1.67
LOC109363676,1.67
RNPEP,1.67
PRKAB2,1.67
ABT1,1.67
SPACA7,1.67
SRSF4,1.67
KIR2DL4,1.67
DNAJC3,1.67
GEMIN5,1.67
SLC27A3,1.67
HORMAD2,1.67
SYMPK,1.67
MIR1179,1.67
GBP2,1.67
PI4KB,1.67
CYP2A7,1.67
ENO3,1.67
UBN1,1.66
RASSF8,1.66
TFB1M,1.66
COL15A1,1.66
ZNF510,1.66
HLA-DRB3,1.66
DDRGK1,1.66
STAC3,1.66
BLVRA,1.66
BMF,1.66
GLIS3,1.66
SMNDC1,1.66
KLF3,1.66
PKP4,1.66
AHCTF1,1.66
MEPE,1.66
RDH12,1.66
TNIK,1.66
MTERF4,1.66
FGD5,1.66
TASOR2,1.66
CCDC91,1.66
PPP1R14A,1.66
DCTN4,1.66
BPESC1,1.65
CLMP,1.65
PDK3,1.65
DLX6,1.65
INSL4,1.65
MIR520H,1.65
ROBO4,1.65
LOC108942766,1.65
RMI1,1.65
FLVCR1,1.65
TBL3,1.65
CDH22,1.65
PRDM13,1.65
GRID2,1.65
PDZRN4,1.65
SLC18A2,1.65
ZFC3H1,1.65
RNF40,1.65
ABCD3,1.65
DDX3Y,1.65
FBXO39,1.65
SRSF9,1.65
HPS6,1.65
BMS1,1.65
VTI1B,1.65
ABCC9,1.65
ELF2,1.65
KIR2DS4,1.65
ARHGAP10,1.65
ARL4C,1.65
GATAD1,1.65
CDH6,1.64
YPEL1,1.64
FBP2,1.64
UPK1B,1.64
MIA3,1.64
SNX9,1.64
ATF7,1.64
PDXK,1.64
CNKSR1,1.64
AP2S1,1.64
SUPT16H,1.64
SDF2,1.64
ANP32E,1.64
POMP,1.64
THOC7,1.64
TADA1,1.64
USP18,1.64
RRP7A,1.64
BRD8,1.64
UCHL5,1.64
RPL31,1.64
MIR1228,1.64
IKZF2,1.64
PSME2,1.64
IGBP1,1.64
RFXAP,1.64
LARS2,1.64
TTC7A,1.63
TACR2,1.63
BTAF1,1.63
RHOF,1.63
INO80D,1.63
AP2M1,1.63
RPL26L1,1.63
N4BP2L2,1.63
PYGL,1.63
CENPC,1.63
TSGA10,1.63
NADK,1.63
CD3D,1.63
NNAT,1.63
CCDC114,1.63
CACNA2D3,1.63
TRAF3IP3,1.63
CMC2,1.63
COX6B1,1.63
TTC37,1.63
PFDN4,1.63
NABP2,1.63
DEPDC1B,1.63
ZNF512,1.63
CRIP2,1.63
DBI,1.63
MIR3199-1,1.63
CC2D1A,1.63
STON2,1.63
PSMB10,1.63
UBAP2,1.63
CHTOP,1.63
MIR1307,1.62
DGKA,1.62
PRKRA,1.62
CD2BP2,1.62
FOXD3-AS1,1.62
EIF3C,1.62
OCIAD2,1.62
TAF9,1.62
ZHX1,1.62
INTS12,1.62
HNRNPA0,1.62
IGHG3,1.62
TOMM40,1.62
MKS1,1.62
LTV1,1.62
PICART1,1.62
TOX2,1.62
ZNF24,1.62
DECR1,1.62
PEX5L,1.62
H2BC14,1.62
NME3,1.62
MLX,1.62
ITPKB,1.62
SPIRE1,1.62
PSD4,1.62
DIO3,1.62
MCF2,1.62
MDGA1,1.62
ARPC5,1.62
SACS-AS1,1.62
CSMD2-AS1,1.62
LOC283177,1.62
MME-AS1,1.62
LOC105369759,1.62
LOC108004547,1.62
LOC108004548,1.62
LOC108004549,1.62
LOC108004550,1.62
NUP35,1.62
HNRNPUL1,1.62
DYNLRB1,1.61
MAP3K12,1.61
GUCA1A,1.61
RPAP3,1.61
TRIM23,1.61
SP2,1.61
ENSG00000264545,1.61
KRT72,1.61
FSCN2,1.61
NBPF20,1.61
POLR2H,1.61
PFDN2,1.61
NDUFA12,1.61
PEX13,1.61
PITPNM1,1.61
TBL2,1.61
ATP5MG,1.61
IL31,1.61
UBXN11,1.61
PLEKHA7,1.61
AMER2,1.61
NDRG3,1.61
PHF14,1.61
SHPRH,1.61
HNRNPAB,1.61
B4GALT7,1.61
BPIFB1,1.61
EFEMP2,1.61
ST2,1.61
PLEKHG5,1.61
RNF17,1.6
NPPC,1.6
DTNA,1.6
RNR1,1.6
PRRX2,1.6
NME4,1.6
RFX5,1.6
CXXC4,1.6
PRAF2,1.6
FAM83E,1.6
COG7,1.6
NCLN,1.6
MAB21L1,1.6
LSM14A,1.6
VIPR2,1.6
DBNL,1.6
NNT,1.6
QPCTL,1.6
DMC1,1.6
PLEKHA6,1.6
TUBB2B,1.6
CEP170B,1.6
FAM13A,1.6
MYO1D,1.6
UBE2L6,1.6
NDUFS7,1.6
ACOT9,1.6
TNFSF18,1.6
CYP4X1,1.6
NRAP,1.6
UTP3,1.6
COL9A1,1.6
NFE2L1,1.6
RBM17,1.6
KATNA1,1.6
SMG7,1.6
SMG8,1.6
SF3B6,1.6
ANKRD36B,1.59
GSC,1.59
MACROD2,1.59
ALG3,1.59
AP1B1,1.59
UFL1,1.59
KRT80,1.59
ZNF230,1.59
NEUROD2,1.59
ODF2,1.59
SWAP70,1.59
CWC22,1.59
PF4V1,1.59
EFR3A,1.59
AQR,1.59
DNER,1.59
