,gene1,gene2,weight
18903,ELANE,RNASET2,1
18904,F2RL1,PIK3CA,1
18905,ATF2,MSH2,1
18906,GNB1,F2,1
18907,RPSA,LAMC2,1
18908,MYH8,MYH9,1
18909,PRKACB,F2,1
18910,AVP,WNT5A,1
18911,CCL4,GNAQ,1
18912,TFF3,SOS1,1
18913,GRPR,PROK2,1
18914,PIK3R1,GAST,1
18915,PTPN12,EREG,1
18916,JAK1,PDGFRB,1
18917,PPP2R1B,WNT1,1
18918,TF,ADRB2,1
18919,AVPR2,CBL,1
18920,VCAM1,SELP,1
18921,CCR3,PENK,1
18922,ANXA1,PIK3R3,1
18923,HLA-C,TRIM29,1
18924,EPHB6,PSENEN,1
18925,STAT4,MTAP,1
18926,ZFHX3,TGFB1,1
18927,GHR,TFF3,1
18928,MAX,PELP1,1
18929,GPR68,NTS,1
18930,ADRB2,CBL,1
18931,CXCL1,GNB3,1
18932,PECAM1,PPP2R1B,1
18933,NCOA1,TGFA,1
18934,CCR7,GNB3,1
18935,INSL3,ADRB2,1
18936,CSF1,STC2,1
18937,PRKCD,TUBB,1
18938,HLA-DRB1,PML,1
18939,F5,IGFBP5,1
18940,CBFB,MAF,1
18941,MSLN,MEN1,1
18942,IDH1,CFP,1
18943,TNF,LEP,1
18944,GNRH2,GNB3,1
18945,GPR68,AGT,1
18946,TRIM29,HLA-DQA1,1
18947,CCR3,SSTR4,1
18948,PTK6,CCND2,1
18949,F2R,PIK3CA,1
18950,CCR3,SSTR2,1
18951,PTK6,BTC,1
18952,IGF2,OLA1,1
18953,CCR3,SSTR1,1
18954,RXRA,POLR2L,1
18955,LPAR3,PIK3CB,1
18956,PRKCB,KEAP1,1
18957,GNB1,FSHR,1
18958,CGA,INHBA,1
18959,IL7R,RPS27A,1
18960,IFNA2,PTPN11,1
18961,NCOA6,APOA1,1
18962,FGF1,CUX1,1
18963,FGF23,PIK3R2,1
18964,INS,APOB,1
18965,HTR2A,PROK2,1
18966,CXCL1,SSTR4,1
18967,HLA-A,TRIM29,1
18968,RBBP4,PPARG,1
18969,CCKAR,KISS1R,1
18970,PIK3R1,BTC,1
18971,RPS27A,XRCC1,1
18972,CD36,PLAUR,1
18973,PROS1,VEGFB,1
18974,GPER1,CXCL9,1
18975,ALDOA,F13A1,1
18976,PIK3R1,CASR,1
18977,XIAP,BCL2L1,1
18978,HLA-DRB1,KIF15,1
18979,OLA1,THBS1,1
18980,EDNRB,KISS1R,1
18981,TBL1XR1,CYP1A1,1
18982,PIK3CA,FGF23,1
18983,PDGFB,SLC9A3R1,1
18984,GNB1,CX3CR1,1
18985,TNFSF11,PSMB5,1
18986,F2RL1,OXT,1
18987,MAGED2,F13A1,1
18988,APP,FGF23,1
18989,MEN1,PENK,1
18990,CBFB,IL2RA,1
18991,VEGFA,PDGFRA,1
18992,HSP90AA1,GAPDH,1
18993,MKI67,AURKB,1
18994,VEGFA,CD34,1
18995,IL17A,CSF3,1
18996,SST,SCT,1
18997,IGF2R,CTSD,1
18998,IL17A,IL5,1
18999,ECT2,BUB1,1
19000,TNF,CRP,1
19001,LEP,EPO,1
19002,CDC45,TPX2,1
19003,RASSF1,MGMT,1
19004,CRP,SERPINE1,1
19005,XPA,ERCC6,1
19006,TOP2A,CDKN3,1
19007,SNAI2,TWIST1,1
19008,ORC1,EXO1,1
19009,NFKB1,CCL2,1
19010,TNFSF11,CSF1,1
19011,TIAM1,RRAS,1
19012,RAD51B,RAD52,1
19013,TP53BP1,BRCA2,1
19014,NBN,SIRT1,1
19015,ICAM1,SELP,1
19016,SMARCA4,KDM6A,1
19017,NAMPT,SIRT1,1
19018,EGFR,HSPB1,1
19019,RHOA,GNAQ,1
19020,PRKCA,EZR,1
19021,STAT5A,CTLA4,1
19022,XRCC4,XRCC1,1
19023,XPA,ATM,1
19024,PTTG1,MELK,1
19025,RAP1A,TIAM1,1
19026,HRAS,SYK,1
19027,F2R,PLG,1
19028,NES,FGF2,1
19029,CCL5,RELA,1
19030,MAPK9,KRAS,1
19031,IDH1,MGMT,1
19032,NEK2,FOXM1,1
19033,FN1,LOX,1
19034,CASP2,CASP10,1
19035,TOP2A,CDC45,1
19036,GHR,JAK1,1
19037,MME,CD5,1
19038,FEN1,NTHL1,1
19039,SNAI2,FN1,1
19040,CDKN2A,MAPK14,1
19041,CEBPB,RUNX1,1
19042,WNT2B,LRP5,1
19043,PAX6,MAF,1
19044,HMGA1,CREBBP,1
19045,SRC,STAT5B,1
19046,THRB,NCOR1,1
19047,PCNA,DNTT,1
19048,SUFU,SHH,1
19049,CD44,IQGAP1,1
19050,CTLA4,STAT5B,1
19051,IL3,CSF3,1
19052,TNF,IL15,1
19053,HSP90AA1,S100A1,1
19054,DMRT1,AMH,1
19055,WNT6,SFRP1,1
19056,PIK3CD,AKT3,1
19057,ARID1A,TP53,1
19058,CDC27,CCNB2,1
19059,CD80,IL2,1
19060,IKBKG,CD40,1
19061,BRCA1,PLK1,1
19062,POSTN,DCN,1
19063,CCL5,JUN,1
19064,EEF1A1,GAPDH,1
19065,RAD51,TOP1,1
19066,GGT1,GPT,1
19067,LRP5,WNT6,1
19068,XIAP,CASP10,1
19069,CASP9,CASP10,1
19070,TYMS,FEN1,1
19071,IL17A,IFNG,1
19072,AURKB,MCM2,1
19073,DHCR7,CYP11A1,1
19074,PROM1,CD44,1
19075,NFE2L2,MAF,1
19076,TP53,CCNB1,1
19077,MAD2L1,GMNN,1
19078,GPT,CRP,1
19079,KIT,FGF2,1
19080,TCL1A,AKT2,1
19081,HSPA8,HSPD1,1
19082,IL6,VCAM1,1
19083,RAD51,MSH6,1
19084,SOD2,TXN,1
19085,MKI67,TPX2,1
19086,WT1,TP53,1
19087,MYC,ERBB2,1
19088,INS,MAPK8,1
19089,CHEK2,PPM1D,1
19090,CDC45,CCNB1,1
19091,CXCL8,IL1A,1
19092,MTOR,TP53,1
19093,CCL11,CCR1,1
19094,CD40LG,CD28,1
19095,MGMT,TP53,1
19096,RRM1,PLK1,1
19097,CXCR2,CCL2,1
19098,BRCA1,MSH2,1
19099,CSF2,IL7,1
19100,JAK2,IGF1R,1
19101,MAML2,CRTC1,1
19102,NFE2L2,MAPK7,1
19103,HMGA1,HMGCR,1
19104,IL10,MYD88,1
19105,MAPK7,GJA1,1
19106,PTGER4,IL1B,1
19107,MAD2L1,CDC6,1
19108,DMD,ACTB,1
19109,IL6,IL4R,1
19110,IL10,IL2RA,1
19111,CSN2,PRL,1
19112,FOS,RPS6KB1,1
19113,JUP,TCF7L1,1
19114,VEGFA,FGFR3,1
19115,MKI67,ARHGAP11A,1
19116,YAP1,TCF7L2,1
19117,NOTCH4,ADAM17,1
19118,BDNF,IGF1,1
19119,ALOX5,PLA2G4A,1
19120,INHA,TGFBR3,1
19121,RAD52,MSH6,1
19122,TOP2A,EXO1,1
19123,WNT2B,SFRP2,1
19124,NKX2-1,BMP4,1
19125,CCK,LEP,1
19126,SDHC,COX5A,1
19127,JUP,ITGB4,1
19128,SMARCA4,RB1,1
19129,CDKN2A,RRAS,1
19130,IKBKG,MTOR,1
19131,IL6R,IL2,1
19132,CHEK2,MCM2,1
19133,MAPK8,NCOA3,1
19134,DYRK1A,SNCA,1
19135,PTEN,CCND1,1
19136,ECT2,CCNB1,1
19137,CCR2,CCL22,1
19138,KITLG,THPO,1
19139,IL6,IL5,1
19140,CDKN1A,GMNN,1
19141,MTOR,PIK3R3,1
19142,PDGFD,EGF,1
19143,MMP9,JUN,1
19144,HK2,G6PC,1
19145,NEK2,KIF15,1
19146,LIG4,MSH3,1
19147,WNT3,SFRP1,1
19148,BLM,MSH2,1
19149,ERCC6,ERCC4,1
19150,RUNX2,IBSP,1
19151,HSPD1,GAPDH,1
19152,FN1,COL1A2,1
19153,CCNB2,MCM5,1
19154,DVL3,AXIN2,1
19155,ACVR1B,BMP4,1
19156,NPM1,FLT3,1
19157,FEN1,MSH3,1
19158,IL1B,MMP13,1
19159,MKI67,AURKA,1
19160,NRAS,MAPK10,1
19161,NKX3-1,AR,1
19162,LRP5,WNT7A,1
19163,AURKB,FEN1,1
19164,TYMS,BUB1,1
19165,PSEN1,GSK3B,1
19166,VEGFA,EDN1,1
19167,SST,CHGA,1
19168,ADH1B,ALDH1A1,1
19169,PTK2B,RAC2,1
19170,VIP,SST,1
19171,SRC,SP1,1
19172,IKBKG,TRAF3,1
19173,RHBDF2,ADAM17,1
19174,PTK2,IGF1R,1
19175,PDPN,LYVE1,1
19176,APAF1,CASP1,1
19177,BGLAP,TNFRSF11B,1
19178,SRC,ERBB3,1
19179,PTEN,TSC2,1
19180,PGR,CCND1,1
19181,SRC,AXL,1
19182,FSHB,GNRH1,1
19183,ERCC2,ERCC6,1
19184,RUNX1,MECOM,1
19185,F2,APOA1,1
19186,EIF2AK2,NFKBIA,1
19187,CTNNB1,UBE3A,1
19188,CCK,FOS,1
19189,MYC,LDHA,1
19190,RRM2,FEN1,1
19191,RAD51,MCM2,1
19192,IGF2,CTCF,1
19193,MUTYH,NTHL1,1
19194,NAMPT,RETN,1
19195,FN1,AURKA,1
19196,PLCB1,PRKCB,1
19197,RAD51D,FANCM,1
19198,ALK,KRAS,1
19199,ABL1,RAC2,1
19200,CSF2,IL1B,1
19201,MME,BCL6,1
19202,CASP3,APP,1
19203,AKT2,MAPK3,1
19204,HMMR,CCNB1,1
19205,SRC,PTEN,1
19206,TP53,CDH1,1
19207,HP,CP,1
19208,CDX2,KRT7,1
19209,MAPK10,RAC2,1
19210,AR,NCOR1,1
19211,AKAP9,NIPBL,1
19212,LYN,PRKCB,1
19213,TWIST2,TWIST1,1
19214,CDKN3,AURKB,1
19215,CDKN1A,CDKN3,1
19216,RUNX2,MMP13,1
19217,TYRP1,TYR,1
19218,HSPA8,LALBA,1
19219,BGN,COL1A2,1
19220,IL10,TLR3,1
19221,GFAP,S100B,1
19222,WNT1,BMP4,1
19223,RASA1,RRAS2,1
19224,GSK3B,PIK3CA,1
19225,GRIN2B,HTT,1
19226,NR5A1,SOX9,1
19227,ARHGAP11A,KIF15,1
19228,UHRF1,DNMT3B,1
19229,ABL1,CBL,1
19230,VEGFA,NGF,1
19231,GRB2,PIK3R2,1
19232,CCL3,TNF,1
19233,PRKCA,FOS,1
19234,PTGS2,APOE,1
19235,BDNF,MECP2,1
19236,MAP3K1,JUN,1
19237,SMARCA4,TP53,1
19238,CDC45,CDC25A,1
19239,TGFBR1,BMP4,1
19240,FANCG,PALB2,1
19241,CXCL13,CCL2,1
19242,MAPK3,SPHK2,1
19243,LCN2,FN1,1
19244,TSC1,RPS6KB1,1
19245,CTNNB1,POU5F1,1
19246,AURKB,CDT1,1
19247,CD44,FGF2,1
19248,AKT1,FN1,1
19249,SFRP2,WNT6,1
19250,FGFR1,PIK3R2,1
19251,ATP7A,CP,1
19252,XRCC3,OGG1,1
19253,TIMELESS,PER2,1
19254,CHEK2,CDC6,1
19255,VEGFA,ICAM1,1
19256,TCF4,EP300,1
19257,TLR4,CD86,1
19258,BRCA1,PRKDC,1
19259,CD59,CD46,1
19260,FZD4,DVL1,1
19261,MUC5AC,IL13,1
19262,AKT2,MAPK1,1
19263,CREB1,XBP1,1
19264,FGF1,KDR,1
19265,ERCC4,MLH1,1
19266,VEGFC,LYVE1,1
19267,TK1,FLT1,1
19268,CCL3,CXCR3,1
19269,XPA,MLH1,1
19270,XRCC6,TERF2IP,1
19271,RBBP8,FANCD2,1
19272,INS,ERBB3,1
19273,PROM1,SOX2,1
19274,PLA2G4A,PTGS1,1
19275,AREG,BTC,1
19276,STAT5A,PTPN11,1
19277,PTGS2,PTGS1,1
19278,HP,CLU,1
19279,TNF,CLEC3B,1
19280,AKT1,HMOX1,1
19281,GSN,ACTC1,1
19282,MSN,ACTB,1
19283,MAPK14,MAPK1,1
19284,VEGFA,DLL4,1
19285,IL10,CD28,1
19286,PRC1,BIRC5,1
19287,VIM,TGFB1,1
19288,INSR,PIK3R3,1
19289,NCOR1,SMARCA2,1
19290,GADD45A,CCNB2,1
19291,IL6,IL7R,1
19292,CTCF,POU5F1,1
19293,MYC,EZH2,1
19294,YBX1,PTPN1,1
19295,XRCC3,FEN1,1
19296,ACTA2,GSN,1
19297,MAP3K1,BRAF,1
19298,FLNB,MAP2K4,1
19299,ERBB4,TGFA,1
19300,VEGFC,TEK,1
19301,TP53BP1,EXO1,1
19302,MYC,LIN28A,1
19303,WNT2B,LRP6,1
19304,DMRT1,FOXL2,1
19305,NR4A1,MAPK3,1
19306,TLR4,SRC,1
19307,RUNX2,IHH,1
19308,MAPK10,KRAS,1
19309,GMNN,AURKA,1
19310,ESR1,AHR,1
19311,ECT2,BUB1B,1
19312,KDM1A,KDM5B,1
19313,IL2,GZMB,1
19314,AKT2,RPS6KB1,1
19315,CD44,MSN,1
19316,ERBB2,CCND1,1
19317,MAPK9,MAP2K1,1
19318,TOP2A,FEN1,1
19319,ERBB2,PIK3R3,1
19320,ADM,EDN1,1
19321,AKT1,IL6,1
19322,POMC,GHRL,1
19323,FOXL2,SOX9,1
19324,XPO1,TSG101,1
19325,LIG4,RAD52,1
19326,NCOA1,STAT6,1
19327,KMT2A,MYB,1
19328,BIRC2,MAP3K1,1
19329,JUN,STAT1,1
19330,CDC45,BUB1B,1
19331,AURKB,MELK,1
19332,CDC25C,AURKA,1
19333,MMP7,TIMP1,1
19334,INSR,PIK3CB,1
19335,NR5A1,CYP11A1,1
19336,REV3L,RAD52,1
19337,AKT1,NKX3-1,1
19338,ATF3,JUND,1
19339,IL6,IL11,1
19340,CYP1A1,CYB5A,1
19341,AXL,PLCG1,1
19342,PIK3CB,FLT1,1
19343,CXCL8,IFNG,1
19344,BLM,RAD54B,1
19345,AKT3,RPS6KB1,1
19346,KDM1A,EHMT2,1
19347,RAD51C,FANCM,1
19348,CD40,CSF2,1
19349,MCM3,BUB1B,1
19350,AKT1,MMP9,1
19351,PRC1,MELK,1
19352,LIG4,ATR,1
19353,PAX6,SHH,1
19354,SMAD3,CUL1,1
19355,NOD2,TLR2,1
19356,CCK,VIP,1
19357,CCND1,MAPK1,1
19358,IL2RA,IL7,1
19359,FOS,MAPK12,1
19360,RAD51C,FANCD2,1
19361,EPHB2,ABL1,1
19362,ZFP36,FOS,1
19363,RPS6KB2,BRAF,1
19364,MMP14,TIMP3,1
19365,CDKN1A,CCNB2,1
19366,CYP2E1,GSTP1,1
19367,KLF4,TP53,1
19368,ALK,NPM1,1
19369,MAPK8,FASLG,1
19370,IL10,SOCS3,1
19371,IGF1R,FGF2,1
19372,FGF3,FGFR4,1
19373,ACTB,PXN,1
19374,ABL1,EPHA3,1
19375,RAD54B,WRN,1
19376,MME,ANPEP,1
19377,IGF1R,STAT3,1
19378,CCR1,CCL22,1
19379,RPS6KB2,PRKCE,1
19380,CYP1B1,GSTM1,1
19381,PTTG1,NEK2,1
19382,IL6,MAPK8,1
19383,MAPK10,NFKB1,1
19384,CHEK1,CDKN3,1
19385,VEGFA,IL10,1
19386,MAPK9,NRAS,1
19387,EGFR,GAPDH,1
19388,MAP2K4,FLNA,1
19389,MCM3,UHRF1,1
19390,MCM2,AURKA,1
19391,GDNF,FGF2,1
19392,PTEN,UBE3A,1
19393,REV3L,ATR,1
19394,INS,CCL2,1
19395,CXCL9,CCL2,1
19396,JAK2,CCR2,1
19397,CD44,ANK1,1
19398,CYP1B1,GSTP1,1
19399,PRC1,MCM2,1
19400,CCL2,CSF3,1
19401,MC1R,MITF,1
19402,GH1,IGF1,1
19403,MCM3,MAD2L1,1
19404,FEN1,CDC6,1
19405,HP,APOB,1
19406,HRAS,PIK3R2,1
19407,NTRK1,IGF1,1
19408,MAPT,PSEN1,1
19409,CXCL1,JUN,1
19410,FGF10,BMP4,1
19411,TTN,MYH9,1
19412,FGF8,WNT3A,1
19413,BMP2,SHH,1
19414,BMP2,IHH,1
19415,MCM2,CDK4,1
19416,INS,PDGFB,1
19417,BMP2,TGFBR1,1
19418,LGALS3BP,LGALS3,1
19419,BNIP3,BECN1,1
19420,LRP6,WNT6,1
19421,CXCL1,PTGS2,1
19422,AKT1,HSPA5,1
19423,CDC45,CDKN1A,1
19424,MT-CYB,RAG1,1
19425,PDGFA,TGFA,1
19426,KLRK1,IL2,1
19427,MAPT,MAPK3,1
19428,EXO1,MCM5,1
19429,XRCC6,RPA1,1
19430,HMMR,CCNB2,1
19431,PRC1,HMMR,1
19432,IL6,CXCL10,1
19433,CDC25B,MAPK1,1
19434,AKT3,MAPK3,1
19435,POMC,FOS,1
19436,MAPK10,SMAD3,1
19437,CXCL12,MMP2,1
19438,VEGFA,COL18A1,1
19439,TNF,FAS,1
19440,VEGFA,FLT3,1
19441,RELA,CXCL1,1
19442,ERBB3,GAB1,1
19443,JAK1,IGF1R,1
19444,DDIT3,NFE2L2,1
19445,ABL1,TP53,1
19446,EXO1,MLH3,1
19447,PRC1,PTTG1,1
19448,CCNB1,MCM5,1
19449,INS,PTEN,1
19450,SMARCA4,TBX5,1
19451,TNF,FOXP3,1
19452,IL6,IL15,1
19453,CD40LG,IL2,1
19454,SYK,KRAS,1
19455,CD44,CD34,1
19456,FOXO4,CDK2,1
19457,PRKCE,RAF1,1
19458,UHRF1,DNMT3A,1
19459,ELK1,MAPK8,1
19460,IDO1,CTLA4,1
19461,RAD52,FEN1,1
19462,ORC1,BUB1,1
19463,CHEK1,HSP90AA1,1
19464,CXCR4,CCL2,1
19465,ACTA2,FSCN1,1
19466,LMNA,GZMB,1
19467,NKX2-1,PAX8,1
19468,RECQL,FANCM,1
19469,TSHR,TPO,1
19470,RRM2,TK1,1
19471,MSH6,MCM5,1
19472,FGFR1,RUNX2,1
19473,FGF1,EGFR,1
19474,THBS2,MMP2,1
19475,BCL2L11,FOXO1,1
19476,TNFSF11,IL17A,1
19477,CXCR3,CCL2,1
19478,DICER1,ADAR,1
19479,PROX1,FLT4,1
19480,MYC,MAPK8,1
19481,WNT10B,SFRP2,1
19482,RPS6KB2,MAPK3,1
19483,CTNND1,ERBB2,1
19484,VEGFA,SPP1,1
19485,NUMA1,BRD4,1
19486,TP53BP1,ERCC1,1
19487,VEGFA,EPHA2,1
19488,VEGFA,FGFR1,1
19489,JUN,ESR2,1
19490,PRKACB,GSK3B,1
19491,MAPK8,FADD,1
19492,AKT3,MAPK1,1
19493,IL6,IL7,1
19494,HMMR,MELK,1
19495,MMP1,CCL2,1
19496,GLI2,CCND2,1
19497,STAT3,EFNB1,1
19498,EZH2,STAT3,1
19499,APC2,JUP,1
19500,AKT2,BCL2L1,1
19501,TCF4,NES,1
19502,PCNA,CDT1,1
19503,EXO1,BUB1,1
19504,PTK2,PIK3R2,1
19505,PRKACB,MAP2K2,1
19506,HSPA4,TP53,1
19507,EXO1,FANCM,1
19508,ERBB4,CBL,1
19509,AKT1,HSPA4,1
19510,PRKDC,MSH3,1
19511,UHRF1,PCNA,1
19512,ITGB1,CD34,1
19513,PTEN,ATM,1
19514,SMARCA4,PAX5,1
19515,PTPRC,KIT,1
19516,PRKACB,MAP2K1,1
19517,HTR2A,HTR3A,1
19518,IGF1,EGFR,1
19519,FOXM1,CDC25B,1
19520,HP,APP,1
19521,CD86,TLR2,1
19522,FN1,GAPDH,1
19523,VEGFA,CSF1R,1
19524,EGF,KDR,1
19525,CCL5,NFKB1,1
19526,IL2RA,IFNG,1
19527,FBN1,TGFB1,1
19528,BECN1,PIK3CG,1
19529,STAT1,FOS,1
19530,MUC1,TP53,1
19531,EHMT2,DNMT3B,1
19532,CD274,FOXP3,1
19533,CDC42,PTEN,1
19534,OTX2,FGF8,1
19535,TEK,CSF1,1
19536,MCL1,IL7,1
19537,BCL2,SOD1,1
19538,IL10,EGFR,1
19539,KRAS,PIK3R2,1
19540,F3,SELP,1
19541,SPP1,BMP2,1
19542,INS,MTOR,1
19543,IL17A,IL15,1
19544,TYMS,CDC6,1
19545,HNRNPK,SRC,1
19546,HMMR,CCNA2,1
19547,PROM1,NANOG,1
19548,GRIN2B,SRC,1
19549,KIF15,BIRC5,1
19550,CCL5,IL1B,1
19551,TNF,CXCL10,1
19552,MAPK8,TLR4,1
19553,MDC1,FANCD2,1
19554,MYC,KRAS,1
19555,CDC45,BIRC5,1
19556,MKI67,MELK,1
19557,JUN,EGFR,1
19558,NES,EGF,1
19559,FOXE1,PAX8,1
19560,TLR4,NOD2,1
19561,TOP2A,ATAD2,1
19562,HP,ALB,1
19563,CASP3,HSPB1,1
19564,VEGFA,NTRK2,1
19565,VEGFA,CXCR4,1
19566,FANCA,BRCA2,1
19567,GPX1,GSTM1,1
19568,MAPK8,TNFRSF10B,1
19569,ROCK1,GAB1,1
19570,ESR1,GPER1,1
19571,RPS6KB2,MAPK1,1
19572,HK1,TKT,1
19573,F3,CRP,1
19574,MLANA,MITF,1
19575,APP,MAPK8IP1,1
19576,PDGFB,TGFA,1
19577,AKT1,ANXA5,1
19578,LEP,SERPINE1,1
19579,PRL,THPO,1
19580,CYP19A1,AR,1
19581,HSP90AA1,HSP90B1,1
19582,CDKN3,TP53,1
19583,AREG,ERBB4,1
19584,CD9,TSG101,1
19585,CREB1,CEBPB,1
19586,IL17A,CXCL8,1
19587,CDH5,VWF,1
19588,VIP,GRP,1
19589,JAK3,IL6ST,1
19590,BRCA1,TPX2,1
19591,RAC2,NFKB1,1
19592,GLI2,IHH,1
19593,PRKDC,XRCC1,1
19594,LDHA,TKT,1
19595,TK1,DCK,1
19596,NCAM1,SYP,1
19597,BARD1,MSH6,1
19598,NOS3,ACE,1
19599,SNAI2,SOX2,1
19600,TGM2,FN1,1
19601,FGFR4,FGF10,1
19602,CUL4A,SKP2,1
19603,SMAD3,RBX1,1
19604,SRC,GNAS,1
19605,NCAM1,IL2,1
19606,INS,PDGFRA,1
19607,SFN,TRIM25,1
19608,CDK6,CDC6,1
19609,INS,GAPDH,1
19610,TEK,PDGFB,1
19611,CDC45,RAD54L,1
19612,SPP1,SPARC,1
19613,DIABLO,CYCS,1
19614,ROCK1,MAPK3,1
19615,VEGFA,IL1B,1
19616,ERBB3,PIK3R3,1
19617,CSNK1D,DVL3,1
19618,INS,PDGFA,1
19619,IDO1,IL10,1
19620,AKT1,NF2,1
19621,ALPL,BGLAP,1
19622,ICAM1,CD80,1
19623,PTTG1,UBE2T,1
19624,MYC,EGF,1
19625,PRLR,JAK1,1
19626,IL6,RETN,1
19627,LIG4,XRCC3,1
19628,CHEK1,GMNN,1
19629,DCC,MAPK3,1
19630,PECAM1,ENG,1
19631,PAX5,TCF3,1
19632,CXCL10,IL1B,1
19633,BECN1,TP53,1
19634,AKT1,TNF,1
19635,TLR4,IL4,1
19636,FEN1,AURKA,1
19637,MCM3,PRC1,1
19638,ADRB2,ERBB2,1
19639,SLPI,GRN,1
19640,ANGPT2,FLT1,1
19641,BIRC2,TRAF6,1
19642,CD40,ICAM1,1
19643,FLCN,RPS6KB1,1
19644,CD44,EPCAM,1
19645,BUB1,RRM1,1
19646,MAGED2,GNAS,1
19647,TIMELESS,POLD1,1
19648,CYB5A,CYP3A4,1
19649,PRKAA1,CFTR,1
19650,PRC1,KIF15,1
19651,HIF1A,FOXO3,1
19652,XPA,FEN1,1
19653,CDK2,GMNN,1
19654,RELA,STAT3,1
19655,ELK1,MAPK10,1
19656,PIK3CD,IGF1R,1
19657,MMP3,CCL2,1
19658,AKT1,YBX1,1
19659,PGF,NRP1,1
19660,IRS2,PRKCE,1
19661,PKM,PRDX2,1
19662,CYP1A2,GSTM1,1
19663,KLF4,CDH1,1
19664,INS,ERBB2,1
19665,POU5F1,FGF4,1
19666,TCL1A,AKT3,1
19667,CD44,NF2,1
19668,ANGPT1,FLT1,1
19669,CHKA,SMO,1
19670,GHRH,GHRL,1
19671,ANGPT1,ANGPT2,1
19672,ACVR1B,SMAD7,1
19673,RPS20,EEF1A2,1
19674,ELN,FN1,1
19675,ATXN3,HTT,1
19676,PIK3R1,XBP1,1
19677,ICAM1,CRP,1
19678,IL3,EPOR,1
19679,TRAF6,CASP8,1
19680,CXCL8,IL1RN,1
19681,FANCF,PALB2,1
19682,KDR,KITLG,1
19683,MAPK9,RELA,1
19684,CDKN2A,NPM1,1
19685,SOD2,POLG,1
19686,CTNNB1,WNT5A,1
19687,CASP3,BAX,1
19688,CDH1,POU5F1,1
19689,AKT1,ACTB,1
19690,SMAD4,BMP4,1
19691,AKT1,IRS2,1
19692,IFNB1,TLR3,1
19693,RAD51,XPA,1
19694,CD34,KITLG,1
19695,CSF2,EGFR,1
19696,BCL6,NCOR1,1
19697,MECP2,CRH,1
19698,PTEN,RHEB,1
19699,WNT7A,SFRP2,1
19700,PRKCA,CASP3,1
19701,HES1,SIRT1,1
19702,ITGB3,ACTB,1
19703,ATF3,EGR1,1
19704,CR2,CD5,1
19705,PDCD1,CD80,1
19706,AKT1,CXCR4,1
19707,CD86,IL2,1
19708,HP,PON1,1
19709,WNT3A,BMP4,1
19710,TP53,NANOG,1
19711,JUN,CASP3,1
19712,HRAS,ALK,1
19713,TP53,CDK4,1
19714,JAK1,ERBB2,1
19715,HMMR,BIRC5,1
19716,TNF,IL5,1
19717,DNMT1,STAT3,1
19718,TYMS,CCNB2,1
19719,ENG,MCAM,1
19720,XRCC3,ERCC1,1
19721,PALB2,FANCE,1
19722,CD44,ALDH1A1,1
19723,TNF,CASP3,1
19724,VEGFA,MTOR,1
19725,FOXO4,AKT3,1
19726,FBXW7,CCNE1,1
19727,SDHB,MT-CO2,1
19728,PCNA,BUB3,1
19729,IL17A,IL7,1
19730,ELK1,MAPK9,1
19731,SLC2A1,INS,1
19732,BUB1B,MCM5,1
19733,BGN,COL1A1,1
19734,AKT1,HTT,1
19735,GNRH1,AMH,1
19736,CSF1,CSF2,1
19737,XRCC5,XPA,1
19738,CSF3R,CSF2,1
19739,EFNA3,FYN,1
19740,NOTCH1,CDH1,1
19741,TOP2A,BLM,1
19742,TLR4,IL18,1
19743,MKI67,NEK2,1
19744,CHEK2,RAD52,1
19745,RRM2,FOXM1,1
19746,AURKA,CDC6,1
19747,SOD2,TP53,1
19748,CDC45,KIF15,1
19749,IL17A,CXCL10,1
19750,VCAM1,CRP,1
19751,IL10,CRP,1
19752,IL10,MAF,1
19753,AKT1,LMNA,1
19754,CASP7,ACTB,1
19755,IL13,IL3,1
19756,MYC,HIF1A,1
19757,ENG,ALCAM,1
19758,COL18A1,KDR,1
19759,ISG15,CXCL10,1
19760,AKT1,SLC2A1,1
19761,APC2,DVL1,1
19762,RBBP4,CHD5,1
19763,SERPINA1,HP,1
19764,BMI1,PTEN,1
19765,PTGS2,EGFR,1
19766,MMP3,IL1B,1
19767,MTOR,PIK3CB,1
19768,CD44,EZR,1
19769,DHH,GLI1,1
19770,ADH1C,ALDH1A1,1
19771,MYC,EGFR,1
19772,TNF,CFLAR,1
19773,MAPK8,PRKCD,1
19774,POMC,TRH,1
19775,KIF15,MAD2L1,1
19776,LDLR,HMGCR,1
19777,SERPINB2,SERPINE1,1
19778,IL1B,MMP2,1
19779,MYC,SMARCA4,1
19780,ERCC4,PMS2,1
19781,IL6,IL18,1
19782,POSTN,COL1A2,1
19783,RELA,HDAC1,1
19784,MCM3,HELLS,1
19785,CSF1,FLT3,1
19786,SOX9,CEACAM1,1
19787,PTTG1,TYMS,1
19788,MMP9,EGF,1
19789,CDKN3,BUB1B,1
19790,PRLR,JAK3,1
19791,MET,EGF,1
19792,MDK,ACE,1
19793,AKT1,STAT5A,1
19794,RYBP,BMI1,1
19795,JAK3,CSF3R,1
19796,AKT1,STAT5B,1
19797,BCAR1,GRB2,1
19798,CCL3,CXCR4,1
19799,APC,WNT3,1
19800,GPT,FH,1
19801,TET2,DNMT3A,1
19802,PTPN14,FLT4,1
19803,IL13,CSF2,1
19804,PTPRC,VCAM1,1
19805,INS,MET,1
